Birthday,Zip Code,Wear Glasses?,Allergic to Dogs?,Brown Hair?,Blue Eyes?
5/29/1962,14203,No,Yes,Yes,Yes
12/23/1978,14206,No,No,No,Yes
2/21/1981,14213,No,Yes,Yes,Yes
2/20/1972,14214,Yes,No,No,Yes
7/7/1947,14202,No,No,Yes,No
10/29/1936,14213,Yes,Yes,Yes,Yes
2/2/1963,14204,Yes,No,Yes,Yes
12/21/1926,14210,No,Yes,Yes,Yes
4/24/1963,14216,Yes,Yes,Yes,No
4/16/1925,14201,Yes,Yes,Yes,Yes
6/15/1983,14212,Yes,No,No,Yes
7/10/1911,14214,No,Yes,Yes,Yes
8/30/1938,14223,No,Yes,Yes,Yes
2/1/1908,14213,Yes,Yes,Yes,Yes
7/19/2007,14223,No,No,Yes,No
9/31/1947,14215,Yes,Yes,Yes,No
3/11/1964,14223,Yes,Yes,Yes,No
3/5/1950,14215,Yes,Yes,Yes,Yes
1/16/2000,14214,No,No,Yes,No
4/26/1917,14203,Yes,Yes,No,Yes
5/10/1929,14203,Yes,No,No,Yes
5/31/1922,14214,Yes,Yes,Yes,Yes
7/29/1995,14215,No,Yes,No,Yes
1/2/1988,14214,Yes,No,Yes,Yes
2/12/1954,14214,No,Yes,No,Yes
3/8/1917,14210,No,No,No,Yes
11/11/1948,14210,Yes,Yes,Yes,Yes
8/20/1988,14208,No,No,No,Yes
6/17/1968,14206,No,Yes,Yes,Yes
4/14/1924,14210,No,Yes,No,No
4/20/1903,14223,No,Yes,Yes,Yes
1/10/1925,14213,No,Yes,No,No
8/25/1906,14223,No,Yes,Yes,Yes
6/3/1918,14215,Yes,No,Yes,Yes
9/28/1913,14204,Yes,Yes,Yes,Yes
8/28/1922,14215,No,Yes,No,Yes
2/9/1900,14203,Yes,No,Yes,No
3/27/1984,14214,Yes,Yes,Yes,No
12/2/1996,14208,No,Yes,No,Yes
9/14/1943,14201,Yes,No,Yes,Yes
10/12/2007,14212,No,Yes,No,Yes
8/13/1905,14202,No,Yes,No,Yes
11/3/1935,14201,No,Yes,Yes,Yes
4/19/1923,14214,Yes,No,Yes,Yes
9/27/1974,14216,Yes,Yes,Yes,Yes
1/19/1933,14215,No,Yes,Yes,Yes
11/16/1949,14211,No,Yes,Yes,Yes
4/13/1910,14223,No,Yes,Yes,No
3/17/1952,14206,Yes,Yes,No,Yes
2/8/2007,14213,Yes,Yes,No,Yes
4/18/1989,14212,Yes,No,No,Yes
11/12/1988,14214,Yes,No,Yes,Yes
1/4/1914,14210,No,Yes,Yes,Yes
7/4/1920,14212,Yes,Yes,Yes,Yes
6/27/1922,14208,No,No,No,Yes
3/21/1903,14211,No,Yes,Yes,Yes
1/23/1986,14203,Yes,Yes,Yes,Yes
4/21/2000,14223,No,Yes,Yes,No
9/28/1935,14213,Yes,Yes,Yes,Yes
5/23/1957,14223,Yes,No,No,No
11/6/1902,14215,No,Yes,No,Yes
5/24/1922,14222,No,Yes,No,No
1/7/1949,14204,No,No,Yes,No
6/13/1969,14208,Yes,No,No,Yes
9/25/1960,14218,No,Yes,Yes,No
10/18/1933,14206,No,No,No,Yes
2/6/1954,14213,Yes,Yes,Yes,Yes
12/12/1910,14216,No,No,Yes,Yes
2/25/1951,14203,No,No,Yes,Yes
10/30/1979,14208,Yes,No,No,No
8/21/1916,14223,No,Yes,No,Yes
8/14/1911,14206,Yes,No,Yes,No
10/28/1999,14206,No,Yes,Yes,Yes
3/13/1960,14201,Yes,Yes,Yes,No
6/31/1960,14215,No,Yes,Yes,Yes
2/24/1972,14210,Yes,No,Yes,Yes
4/2/1956,14201,Yes,No,Yes,Yes
11/7/1904,14218,Yes,No,Yes,Yes
2/10/1948,14215,No,Yes,Yes,Yes
5/23/1930,14222,Yes,Yes,No,Yes
6/4/1928,14223,No,Yes,No,No
7/5/1902,14213,Yes,No,No,Yes
10/31/1977,14213,Yes,Yes,Yes,Yes
3/15/1981,14218,No,Yes,Yes,Yes
2/9/1949,14201,Yes,Yes,Yes,Yes
8/1/1999,14214,Yes,No,Yes,Yes
3/25/1935,14222,Yes,No,Yes,Yes
3/11/1914,14210,Yes,Yes,Yes,Yes
5/7/1956,14213,No,No,Yes,Yes
12/25/1968,14214,Yes,No,Yes,Yes
6/6/1954,14210,No,Yes,Yes,Yes
8/17/1951,14218,No,No,Yes,Yes
11/14/2010,14201,No,No,Yes,No
4/2/1961,14212,Yes,Yes,Yes,Yes
9/29/1914,14202,Yes,Yes,Yes,Yes
4/14/2001,14204,Yes,Yes,Yes,Yes
12/7/1978,14212,Yes,Yes,Yes,Yes
8/12/1908,14223,Yes,Yes,Yes,Yes
5/14/1948,14223,Yes,No,No,Yes
9/29/1953,14206,No,Yes,No,Yes
8/16/1975,14214,Yes,Yes,No,No
7/10/1932,14214,No,Yes,Yes,Yes
6/31/1955,14203,No,Yes,No,Yes
1/26/1972,14212,No,Yes,Yes,No
7/19/2000,14210,Yes,Yes,Yes,Yes
11/21/1940,14223,No,No,Yes,Yes
4/13/1907,14215,Yes,Yes,Yes,Yes
3/10/2000,14218,No,Yes,No,Yes
10/24/1907,14215,Yes,No,No,Yes
10/15/1923,14223,Yes,No,Yes,Yes
8/21/1978,14213,No,No,Yes,No
6/5/1954,14206,Yes,Yes,Yes,Yes
5/1/1964,14204,Yes,Yes,Yes,Yes
6/7/1942,14214,Yes,No,No,No
11/9/1990,14214,No,Yes,Yes,No
12/19/1993,14215,No,Yes,No,No
5/22/1942,14215,No,Yes,Yes,No
8/17/1943,14211,Yes,Yes,Yes,Yes
4/21/1916,14201,No,Yes,Yes,Yes
11/11/1901,14211,No,No,Yes,Yes
1/23/1901,14210,No,No,No,Yes
3/19/1958,14223,Yes,No,Yes,Yes
8/20/2007,14204,Yes,Yes,No,No
12/27/1981,14210,No,No,Yes,Yes
1/7/1968,14211,No,No,No,No
8/23/1998,14211,Yes,Yes,No,Yes
6/18/1911,14214,No,Yes,Yes,Yes
1/14/1954,14211,No,Yes,Yes,Yes
6/4/1902,14201,No,Yes,Yes,No
2/5/1909,14212,Yes,No,Yes,Yes
3/23/1980,14208,Yes,No,No,Yes
5/23/1990,14222,No,No,No,Yes
11/13/1998,14210,No,Yes,No,Yes
5/17/1960,14202,Yes,Yes,No,Yes
6/20/1962,14223,No,Yes,No,Yes
5/8/1989,14202,Yes,Yes,Yes,Yes
9/16/1994,14210,Yes,Yes,Yes,Yes
2/18/1907,14215,Yes,Yes,Yes,Yes
3/25/1923,14215,Yes,Yes,Yes,Yes
12/11/1999,14208,Yes,No,Yes,Yes
7/27/1916,14211,Yes,Yes,Yes,Yes
1/5/1981,14223,Yes,Yes,No,Yes
7/8/1958,14218,No,No,Yes,No
7/30/2008,14215,No,Yes,No,Yes
10/25/1991,14213,Yes,Yes,Yes,No
12/10/1968,14212,Yes,Yes,No,No
5/1/1989,14215,No,No,No,No
4/2/2002,14203,No,No,Yes,Yes
8/14/1914,14201,Yes,Yes,Yes,Yes
5/10/1980,14210,No,Yes,No,Yes
10/8/1975,14202,Yes,Yes,Yes,Yes
6/12/1988,14212,No,Yes,Yes,Yes
8/16/1915,14208,Yes,Yes,No,Yes
4/10/1997,14213,No,Yes,Yes,Yes
5/22/1993,14223,No,Yes,Yes,Yes
6/6/1937,14210,No,Yes,Yes,Yes
11/10/1993,14213,Yes,Yes,Yes,Yes
4/26/2006,14203,No,No,Yes,Yes
10/24/1955,14212,Yes,No,Yes,Yes
11/31/1985,14206,Yes,Yes,No,Yes
12/29/1949,14206,No,No,Yes,Yes
1/29/1976,14208,No,Yes,No,Yes
2/19/1903,14201,Yes,No,No,Yes
2/23/1995,14214,No,Yes,Yes,Yes
8/3/1990,14223,Yes,No,No,Yes
4/27/1967,14208,No,No,Yes,Yes
8/23/1901,14212,No,Yes,No,No
1/6/1991,14202,No,No,Yes,Yes
5/16/1901,14201,Yes,Yes,Yes,Yes
8/14/1905,14211,Yes,No,Yes,No
9/18/1997,14215,Yes,No,Yes,Yes
7/23/1910,14216,Yes,No,Yes,Yes
6/9/1949,14202,No,Yes,Yes,Yes
10/15/1917,14206,Yes,Yes,No,Yes
4/10/1994,14223,Yes,Yes,Yes,Yes
1/12/1995,14214,No,No,Yes,Yes
12/26/1933,14223,No,No,Yes,Yes
1/27/1907,14206,No,Yes,Yes,Yes
5/12/1932,14223,Yes,Yes,Yes,Yes
10/16/1904,14210,No,No,No,Yes
6/24/1935,14216,No,No,Yes,Yes
5/13/1966,14208,Yes,No,Yes,Yes
5/18/1960,14203,No,Yes,No,Yes
3/1/1980,14202,No,No,No,Yes
5/29/1962,14210,No,No,No,Yes
11/28/1945,14215,No,Yes,Yes,Yes
7/14/1930,14213,Yes,No,Yes,Yes
3/5/1912,14210,Yes,Yes,Yes,No
8/12/2003,14204,Yes,Yes,No,Yes
10/7/2005,14201,No,Yes,Yes,Yes
8/1/1999,14206,Yes,No,Yes,Yes
2/28/1917,14212,No,No,Yes,No
11/13/1921,14214,Yes,Yes,Yes,Yes
7/10/1983,14223,No,Yes,Yes,Yes
3/25/1940,14216,No,Yes,Yes,Yes
5/25/1922,14204,No,No,Yes,Yes
7/1/1987,14202,Yes,Yes,Yes,Yes
5/31/1901,14212,No,No,Yes,Yes
9/3/1973,14212,No,No,No,Yes
3/30/1982,14210,No,No,No,Yes
7/24/1955,14214,No,Yes,Yes,No
8/6/1955,14213,Yes,Yes,Yes,Yes
4/27/1903,14223,Yes,Yes,Yes,Yes
9/6/1903,14214,No,No,Yes,Yes
4/13/1979,14210,Yes,No,Yes,Yes
1/22/1922,14214,Yes,No,Yes,Yes
3/1/1902,14223,No,No,Yes,Yes
10/29/1987,14204,Yes,Yes,No,Yes
1/7/1929,14214,No,No,Yes,Yes
3/4/1911,14214,No,Yes,Yes,No
11/2/1985,14220,No,No,Yes,Yes
6/28/1962,14210,Yes,No,Yes,Yes
10/11/1941,14213,Yes,Yes,Yes,Yes
3/1/1918,14201,Yes,Yes,Yes,No
7/29/1959,14218,Yes,Yes,Yes,Yes
2/28/1952,14211,Yes,No,No,Yes
4/15/1995,14220,Yes,No,No,Yes
4/16/2004,14208,Yes,No,No,Yes
12/29/1946,14212,Yes,No,No,Yes
1/21/1947,14201,Yes,Yes,Yes,Yes
2/10/1984,14203,No,No,Yes,No
10/8/1976,14214,No,No,Yes,Yes
12/26/2004,14204,No,No,Yes,Yes
8/25/1965,14211,Yes,Yes,Yes,Yes
5/12/2007,14202,No,Yes,Yes,Yes
2/22/1954,14225,Yes,Yes,Yes,Yes
6/26/1941,14213,Yes,Yes,No,Yes
10/2/1971,14201,Yes,No,Yes,Yes
12/21/1950,14201,No,No,No,Yes
7/18/1971,14223,No,Yes,Yes,Yes
3/26/1923,14215,Yes,No,No,Yes
4/16/1981,14213,Yes,Yes,Yes,Yes
7/15/1908,14211,Yes,Yes,Yes,No
6/17/1995,14213,Yes,No,Yes,Yes
10/19/1914,14222,No,Yes,No,No
8/10/1997,14203,Yes,Yes,No,Yes
11/9/1995,14201,No,Yes,Yes,Yes
10/24/1979,14204,Yes,No,Yes,Yes
8/3/1930,14214,Yes,Yes,Yes,Yes
5/26/1999,14215,No,No,No,No
7/26/1994,14206,No,Yes,Yes,Yes
3/7/1915,14214,Yes,Yes,No,Yes
12/23/1949,14204,Yes,No,Yes,Yes
12/9/1933,14214,No,Yes,Yes,Yes
4/28/1974,14209,No,No,Yes,Yes
10/13/2006,14202,No,Yes,No,Yes
6/29/1986,14211,No,Yes,Yes,Yes
11/20/1903,14211,Yes,Yes,No,Yes
1/20/1930,14210,No,No,Yes,Yes
6/26/1994,14210,No,No,No,Yes
7/19/2003,14213,Yes,Yes,Yes,Yes
2/17/1915,14210,Yes,Yes,No,Yes
6/22/1911,14214,Yes,No,Yes,Yes
12/30/1992,14203,No,No,Yes,No
2/23/1944,14212,Yes,Yes,No,Yes
4/7/1973,14203,No,Yes,Yes,No
4/8/1965,14206,No,No,Yes,Yes
7/15/1906,14218,No,Yes,Yes,Yes
7/1/1903,14204,No,Yes,No,No
5/25/2002,14211,No,Yes,No,Yes
2/16/1984,14202,No,Yes,No,Yes
12/7/1909,14216,Yes,No,Yes,No
3/15/1906,14212,No,Yes,Yes,Yes
6/1/1943,14206,No,Yes,No,Yes
5/4/1945,14201,Yes,No,Yes,Yes
6/19/1939,14223,Yes,No,No,Yes
6/12/1945,14206,No,Yes,Yes,Yes
10/5/2010,14213,No,No,Yes,No
4/14/1987,14208,Yes,Yes,Yes,Yes
5/7/1953,14201,Yes,Yes,Yes,Yes
7/4/1942,14210,No,Yes,Yes,Yes
1/5/1971,14218,Yes,Yes,Yes,Yes
12/9/1997,14206,Yes,No,No,No
10/7/1945,14215,No,Yes,No,No
10/31/1960,14212,Yes,No,Yes,Yes
12/21/1971,14215,No,No,No,No
11/7/1909,14223,Yes,Yes,Yes,Yes
12/11/1939,14213,Yes,Yes,No,No
11/10/1981,14222,Yes,Yes,Yes,Yes
3/14/1953,14213,Yes,Yes,Yes,Yes
4/16/1986,14204,No,Yes,No,Yes
7/31/1973,14213,Yes,No,Yes,Yes
3/13/1959,14202,No,No,Yes,Yes
12/24/1965,14215,Yes,Yes,Yes,Yes
12/21/1952,14206,Yes,No,Yes,Yes
8/29/1926,14210,Yes,No,Yes,Yes
6/29/1938,14222,Yes,Yes,No,Yes
9/7/1965,14215,Yes,Yes,Yes,Yes
6/13/1995,14216,No,Yes,Yes,No
3/29/1967,14223,Yes,No,Yes,Yes
11/23/1939,14208,Yes,Yes,No,Yes
6/11/1957,14213,Yes,Yes,Yes,Yes
11/7/1997,14206,Yes,Yes,No,Yes
2/30/2010,14218,Yes,Yes,Yes,Yes
2/17/1963,14215,No,Yes,Yes,Yes
10/26/1933,14208,Yes,Yes,Yes,Yes
1/21/1900,14214,Yes,No,Yes,Yes
7/1/1917,14216,No,Yes,No,Yes
11/2/1941,14206,No,Yes,No,Yes
5/11/2003,14214,Yes,No,Yes,No
3/6/1970,14211,Yes,Yes,Yes,Yes
10/11/1993,14214,Yes,Yes,Yes,No
7/11/1900,14210,No,Yes,No,Yes
8/25/1999,14201,Yes,Yes,Yes,No
6/7/1957,14225,Yes,Yes,Yes,Yes
10/2/1997,14215,No,Yes,Yes,Yes
2/16/1904,14206,Yes,Yes,No,Yes
6/6/1967,14223,Yes,Yes,No,Yes
5/9/1999,14203,No,Yes,Yes,Yes
7/14/1985,14210,Yes,Yes,No,Yes
3/3/1913,14214,Yes,No,Yes,Yes
8/17/1989,14214,No,No,Yes,No
1/13/2005,14222,Yes,Yes,No,Yes
2/17/1953,14202,Yes,Yes,Yes,Yes
2/24/1939,14212,Yes,Yes,No,Yes
1/31/1946,14223,No,No,Yes,Yes
1/4/1995,14213,Yes,Yes,Yes,Yes
10/19/1964,14213,Yes,Yes,Yes,Yes
4/5/1948,14223,Yes,Yes,Yes,Yes
5/27/1924,14218,No,Yes,Yes,Yes
1/6/1970,14214,No,Yes,No,Yes
4/4/1917,14215,Yes,Yes,No,Yes
4/12/1962,14214,Yes,No,Yes,Yes
1/2/1978,14210,No,Yes,Yes,Yes
2/19/1973,14208,No,No,Yes,Yes
3/26/1985,14214,Yes,No,Yes,Yes
2/1/1930,14203,No,Yes,Yes,Yes
8/28/1909,14206,Yes,Yes,Yes,No
7/14/2002,14203,Yes,Yes,Yes,Yes
11/20/1918,14215,Yes,No,No,No
11/3/1932,14210,No,Yes,Yes,Yes
11/5/2006,14213,No,No,Yes,Yes
1/10/1958,14204,No,Yes,Yes,Yes
1/1/1980,14213,No,Yes,Yes,Yes
10/24/1923,14202,Yes,Yes,Yes,Yes
9/14/1991,14222,No,Yes,Yes,No
11/1/1924,14204,No,Yes,No,Yes
8/19/1913,14206,No,Yes,Yes,No
12/27/2003,14214,No,Yes,Yes,Yes
2/30/1972,14210,No,No,Yes,Yes
1/3/2006,14203,Yes,No,No,Yes
5/18/1944,14204,No,Yes,Yes,Yes
4/15/1964,14223,Yes,Yes,Yes,Yes
3/22/1971,14212,No,Yes,Yes,Yes
4/30/1955,14215,No,Yes,Yes,Yes
7/11/2001,14210,No,No,Yes,Yes
3/20/1972,14222,No,Yes,No,Yes
11/16/1931,14218,No,Yes,Yes,No
7/10/1956,14223,Yes,Yes,Yes,Yes
10/29/1991,14208,No,Yes,No,Yes
3/6/1963,14210,No,No,No,Yes
7/30/1904,14214,No,Yes,Yes,Yes
7/19/1997,14214,Yes,No,No,Yes
11/7/1938,14213,Yes,Yes,No,Yes
11/12/1943,14218,No,Yes,No,Yes
10/14/1974,14214,No,Yes,Yes,Yes
3/13/1924,14214,Yes,No,Yes,Yes
9/1/1991,14210,No,Yes,Yes,No
5/1/1979,14220,Yes,No,No,Yes
8/6/1941,14204,No,No,Yes,Yes
11/2/1959,14212,Yes,Yes,Yes,Yes
5/30/1973,14223,Yes,Yes,Yes,Yes
1/12/1975,14213,No,No,No,No
2/8/1952,14218,Yes,No,Yes,Yes
12/11/1929,14209,Yes,Yes,Yes,Yes
2/26/2002,14216,No,Yes,Yes,Yes
7/6/1909,14204,No,No,No,Yes
7/13/1961,14202,No,Yes,No,Yes
9/1/1980,14208,No,No,Yes,Yes
1/24/1902,14216,Yes,Yes,Yes,Yes
8/21/2007,14204,Yes,No,Yes,Yes
4/8/1941,14223,Yes,No,No,Yes
3/28/1961,14204,Yes,Yes,No,No
4/28/1998,14206,No,Yes,Yes,Yes
7/2/1950,14214,Yes,No,No,Yes
4/29/1943,14201,Yes,Yes,Yes,Yes
5/10/1944,14213,No,No,No,No
2/26/1985,14211,Yes,Yes,No,Yes
9/13/1970,14213,No,Yes,No,Yes
12/2/1929,14218,No,No,Yes,No
7/12/1910,14206,No,Yes,Yes,Yes
12/18/1918,14204,No,No,Yes,No
5/10/1939,14202,Yes,Yes,Yes,No
11/4/1908,14215,No,Yes,No,Yes
6/23/2005,14210,No,No,Yes,Yes
12/11/1914,14215,No,Yes,Yes,Yes
8/30/1997,14204,Yes,Yes,No,No
9/27/1982,14223,Yes,No,No,Yes
5/24/1950,14214,Yes,Yes,Yes,No
10/31/1941,14218,No,Yes,Yes,Yes
1/29/1904,14220,Yes,No,Yes,Yes
6/2/1976,14218,Yes,Yes,Yes,Yes
1/17/1919,14212,Yes,Yes,Yes,Yes
1/24/1982,14213,Yes,No,No,No
12/11/1935,14210,No,Yes,Yes,Yes
4/2/1965,14201,Yes,Yes,Yes,Yes
9/11/1928,14202,No,Yes,No,Yes
1/4/2005,14204,No,Yes,No,Yes
2/1/1972,14210,No,No,Yes,Yes
12/4/1900,14211,Yes,Yes,Yes,No
6/13/1905,14222,No,Yes,Yes,Yes
11/9/1911,14223,No,No,No,Yes
2/18/1951,14215,Yes,Yes,Yes,Yes
12/8/1997,14210,Yes,Yes,No,Yes
2/29/1950,14206,No,Yes,Yes,Yes
2/19/1927,14213,No,No,No,No
1/18/1901,14203,No,No,No,Yes
3/12/1979,14204,No,Yes,Yes,Yes
4/30/1984,14212,No,Yes,Yes,No
3/24/1942,14215,Yes,Yes,Yes,Yes
6/31/2005,14212,No,No,Yes,Yes
10/1/1996,14213,Yes,Yes,Yes,Yes
10/27/1911,14208,No,No,No,No
8/29/1969,14201,Yes,Yes,Yes,Yes
9/21/1966,14206,Yes,Yes,No,Yes
8/26/1960,14214,No,No,Yes,Yes
12/11/2001,14215,Yes,Yes,Yes,Yes
12/12/1900,14212,Yes,Yes,Yes,Yes
7/15/1900,14223,Yes,No,Yes,No
6/28/1921,14215,No,Yes,Yes,Yes
2/20/1941,14211,No,No,Yes,Yes
5/10/1979,14214,No,Yes,No,Yes
3/7/1947,14214,No,Yes,Yes,Yes
11/6/1973,14212,Yes,Yes,Yes,Yes
5/7/1908,14213,Yes,No,Yes,Yes
11/11/1999,14218,Yes,Yes,Yes,Yes
2/27/1925,14204,No,No,Yes,Yes
11/9/1909,14209,Yes,Yes,No,No
4/28/1945,14222,Yes,Yes,Yes,Yes
6/26/1921,14218,Yes,No,Yes,No
11/18/1939,14213,Yes,Yes,Yes,Yes
11/16/1954,14215,No,No,Yes,Yes
4/6/1962,14213,Yes,Yes,No,Yes
3/23/1920,14203,No,No,Yes,Yes
6/3/1995,14210,No,Yes,No,Yes
10/7/2001,14209,Yes,Yes,Yes,No
4/20/1941,14223,Yes,No,No,Yes
2/5/2004,14222,No,Yes,No,Yes
12/29/1936,14212,Yes,Yes,Yes,Yes
9/22/2010,14202,No,Yes,Yes,Yes
9/18/1984,14210,Yes,No,No,No
1/12/1919,14206,Yes,No,Yes,Yes
8/26/2000,14214,Yes,No,Yes,Yes
7/6/1902,14201,No,Yes,Yes,Yes
6/2/1944,14218,No,Yes,Yes,Yes
3/1/1950,14201,Yes,Yes,Yes,Yes
11/3/1929,14201,No,Yes,No,Yes
12/4/1983,14223,No,Yes,Yes,Yes
7/6/1932,14213,No,Yes,Yes,Yes
9/6/2003,14223,Yes,Yes,Yes,Yes
8/11/1966,14212,No,Yes,No,Yes
1/3/1955,14206,No,No,Yes,Yes
1/6/1929,14214,Yes,Yes,Yes,Yes
1/23/1984,14208,Yes,Yes,Yes,Yes
4/27/1917,14210,No,Yes,Yes,No
1/20/1937,14223,No,Yes,No,Yes
11/24/1993,14208,Yes,No,Yes,No
11/11/1943,14223,Yes,Yes,Yes,Yes
6/11/1922,14208,No,No,Yes,Yes
4/14/2002,14201,Yes,Yes,Yes,No
10/9/1945,14210,No,No,Yes,Yes
9/14/1914,14210,No,Yes,No,No
6/23/1963,14215,Yes,Yes,No,Yes
7/15/1922,14201,No,No,Yes,Yes
1/5/1994,14216,Yes,No,Yes,Yes
6/27/1979,14215,No,Yes,No,Yes
5/26/1927,14201,Yes,Yes,No,No
10/17/1974,14204,No,Yes,No,Yes
12/16/1908,14214,No,Yes,Yes,Yes
3/5/1931,14213,No,No,No,Yes
10/9/1981,14213,No,No,No,Yes
8/22/1943,14215,Yes,Yes,No,Yes
8/11/1942,14210,Yes,Yes,No,Yes
2/10/1920,14206,Yes,No,Yes,Yes
9/23/1924,14214,Yes,No,Yes,Yes
5/30/1967,14212,Yes,Yes,Yes,Yes
12/23/1917,14222,No,No,Yes,No
11/19/1922,14208,Yes,No,Yes,Yes
3/4/1963,14214,Yes,Yes,Yes,Yes
2/5/1970,14212,No,Yes,Yes,Yes
1/25/1913,14215,Yes,Yes,No,Yes
4/20/1931,14210,No,Yes,Yes,Yes
3/27/1945,14215,Yes,No,No,Yes
10/5/1960,14212,Yes,Yes,No,Yes
6/28/1922,14201,Yes,No,Yes,No
12/8/1910,14214,Yes,Yes,Yes,Yes
10/27/1907,14220,No,No,Yes,Yes
1/17/1934,14214,No,No,No,Yes
11/13/1911,14201,Yes,Yes,Yes,Yes
8/29/1994,14215,Yes,No,Yes,Yes
3/21/1933,14204,Yes,No,Yes,Yes
12/13/1979,14223,No,Yes,Yes,Yes
9/18/1999,14213,Yes,Yes,Yes,Yes
2/14/1932,14210,No,Yes,Yes,Yes
7/6/1920,14201,No,Yes,Yes,Yes
10/22/1918,14206,No,Yes,Yes,Yes
11/6/1987,14210,No,Yes,No,Yes
2/3/1945,14206,Yes,Yes,Yes,No
1/10/1943,14212,Yes,Yes,No,Yes
8/19/1949,14204,No,Yes,Yes,Yes
6/4/1979,14215,Yes,Yes,No,Yes
3/13/1900,14215,Yes,No,No,Yes
9/6/1946,14214,Yes,Yes,No,No
1/19/1983,14212,No,Yes,No,Yes
5/29/1972,14210,Yes,Yes,Yes,No
1/19/1955,14212,No,Yes,Yes,Yes
4/31/1913,14210,Yes,Yes,No,Yes
5/13/1996,14214,No,No,No,Yes
8/11/2004,14216,Yes,No,Yes,Yes
5/31/1916,14212,Yes,Yes,Yes,Yes
5/3/1942,14215,Yes,Yes,No,Yes
1/20/1926,14222,No,Yes,Yes,Yes
12/16/1902,14202,No,Yes,Yes,Yes
2/13/2005,14218,Yes,Yes,No,Yes
4/5/2008,14215,Yes,No,Yes,Yes
1/20/2005,14213,Yes,No,Yes,No
8/2/2002,14215,Yes,No,No,Yes
12/28/1904,14210,Yes,Yes,Yes,No
2/16/1909,14213,Yes,Yes,Yes,Yes
3/17/1970,14213,Yes,No,Yes,Yes
5/17/1929,14213,No,No,Yes,Yes
4/17/1983,14213,No,Yes,No,Yes
3/5/1939,14214,No,Yes,No,Yes
1/21/1991,14204,Yes,No,No,Yes
2/5/1971,14214,Yes,No,No,Yes
9/23/1915,14214,No,No,No,Yes
6/13/2010,14215,Yes,Yes,Yes,Yes
7/18/1940,14210,Yes,No,Yes,Yes
12/25/1965,14215,No,No,Yes,Yes
8/26/1972,14223,Yes,No,No,Yes
11/2/1968,14210,Yes,Yes,No,Yes
12/29/1970,14210,Yes,Yes,Yes,Yes
10/6/1958,14201,No,Yes,Yes,Yes
12/25/1985,14203,No,Yes,Yes,Yes
10/8/2003,14215,No,Yes,Yes,Yes
8/27/1977,14212,No,Yes,Yes,Yes
8/1/1998,14213,No,Yes,Yes,No
6/25/1992,14208,No,No,Yes,No
4/18/1940,14208,No,No,No,Yes
4/31/1966,14212,Yes,Yes,No,Yes
11/4/1922,14206,No,Yes,No,Yes
5/8/1950,14202,No,No,No,Yes
5/31/1930,14215,Yes,No,Yes,Yes
7/7/1982,14203,Yes,No,Yes,No
6/26/1914,14211,No,No,Yes,Yes
5/7/1980,14210,No,Yes,Yes,Yes
4/21/1999,14210,Yes,No,Yes,Yes
2/10/1975,14201,Yes,Yes,Yes,Yes
1/7/1944,14201,Yes,No,Yes,Yes
11/31/1946,14222,Yes,Yes,No,Yes
5/12/1922,14213,No,Yes,No,Yes
11/15/1937,14208,Yes,Yes,Yes,No
1/28/1932,14207,Yes,No,Yes,Yes
2/6/1998,14201,Yes,No,Yes,Yes
8/20/2000,14202,Yes,Yes,Yes,Yes
1/10/1926,14223,Yes,Yes,No,Yes
5/4/1907,14204,Yes,No,No,Yes
11/28/1928,14202,No,No,No,No
6/15/1925,14210,No,No,Yes,Yes
6/14/1904,14214,No,Yes,Yes,Yes
2/14/1984,14213,No,Yes,No,Yes
8/16/1908,14201,Yes,No,Yes,Yes
11/21/1944,14204,No,Yes,Yes,No
2/28/1909,14215,Yes,No,Yes,Yes
11/19/1912,14206,No,No,Yes,No
8/15/1961,14210,No,Yes,Yes,No
6/11/1910,14213,No,No,Yes,Yes
1/7/1970,14208,Yes,No,No,Yes
1/29/1951,14220,No,Yes,No,No
5/21/2008,14210,No,No,No,Yes
7/22/1979,14223,Yes,No,Yes,Yes
8/25/1946,14204,No,No,Yes,Yes
3/16/1912,14201,No,No,Yes,No
3/6/2001,14201,Yes,Yes,Yes,Yes
3/23/1959,14213,Yes,No,Yes,Yes
11/9/2002,14202,No,Yes,No,Yes
9/21/1977,14214,No,No,No,Yes
10/19/2000,14223,Yes,Yes,No,Yes
9/21/2003,14210,No,Yes,Yes,Yes
8/29/1948,14211,No,Yes,Yes,No
12/3/1992,14215,No,No,Yes,Yes
3/2/1932,14210,Yes,No,No,No
9/9/2008,14213,Yes,No,Yes,Yes
10/16/1957,14225,Yes,Yes,Yes,Yes
7/24/2009,14216,Yes,No,Yes,No
10/6/1944,14212,Yes,No,No,Yes
12/13/1932,14203,Yes,No,Yes,No
10/27/1916,14201,No,No,Yes,No
7/7/1921,14215,Yes,Yes,Yes,Yes
2/11/1976,14201,No,No,Yes,Yes
5/14/1906,14210,No,Yes,Yes,Yes
2/8/1992,14210,No,No,Yes,Yes
7/17/1961,14212,Yes,Yes,Yes,Yes
7/13/1901,14218,Yes,Yes,Yes,No
1/17/1948,14212,No,Yes,Yes,No
2/3/1937,14223,Yes,No,Yes,Yes
7/8/1974,14201,Yes,Yes,Yes,Yes
9/23/1940,14213,Yes,Yes,No,Yes
3/23/1906,14210,Yes,Yes,Yes,Yes
5/24/1914,14202,No,Yes,Yes,Yes
